,amenity,name,point,Closest_Sectors
70,parking,,POINT (77.0280742 28.4496234),"[('Sector 10A', (28.4445813, 77.0060231)), ('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 8', (28.4598966, 77.0198043))]"
71,place_of_worship,,POINT (77.0268159 28.4592325),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
72,place_of_worship,,POINT (77.0313521 28.4572478),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 8', (28.4598966, 77.0198043))]"
73,place_of_worship,Sheetla Mata Mandir,POINT (77.0307213 28.4765626),"[('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
74,place_of_worship,,POINT (77.0333258 28.4560851),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 8', (28.4598966, 77.0198043))]"
75,pharmacy,Guardian Pharmacy,POINT (77.0634821 28.4569893),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
76,pharmacy,Gardian Pharmacy,POINT (77.0504451 28.4530763),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045))]"
77,pharmacy,Guardian Pharmacy,POINT (77.0872705 28.4622981),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 42', (28.4558973, 77.1084759)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 53', (28.4415191, 77.096805))]"
78,fuel,Bharat Petroleum,POINT (77.0752012 28.4518108),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805))]"
79,pharmacy,,POINT (77.0332367 28.4606552),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 8', (28.4598966, 77.0198043))]"
80,parking,,POINT (77.0330393 28.4613947),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 8', (28.4598966, 77.0198043))]"
81,pharmacy,,POINT (77.0323526 28.4612136),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 8', (28.4598966, 77.0198043))]"
82,bank,State Bank of India,POINT (77.0486793 28.3916847),"[('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 67', (28.3864052, 77.0598046)), ('Sector 68', (28.388897, 77.0459859)), ('Sector 69', (28.3960701, 77.0372311))]"
83,fuel,,POINT (77.0596218 28.3651932),"[('Sector 67', (28.3864052, 77.0598046))]"
84,school,"Government Secondary School, Damdama",POINT (77.123813 28.3022552),[]
85,fuel,Dhillon Filling Station,POINT (77.0675549 28.3461287),[]
86,hospital,Astha Hospital,POINT (77.0649209 28.3509265),[]
87,bank,ICICI Bank,POINT (77.0503769 28.3895183),"[('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 67', (28.3864052, 77.0598046)), ('Sector 68', (28.388897, 77.0459859)), ('Sector 69', (28.3960701, 77.0372311))]"
88,hospital,Gobind Hospital,POINT (77.0491169 28.3905221),"[('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 67', (28.3864052, 77.0598046)), ('Sector 68', (28.388897, 77.0459859)), ('Sector 69', (28.3960701, 77.0372311))]"
89,bank,Union Bank of India,POINT (77.0467381 28.3935986),"[('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 67', (28.3864052, 77.0598046)), ('Sector 68', (28.388897, 77.0459859)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 70', (28.3947261, 77.0223138))]"
90,place_of_worship,Sri Radhe Krishna Temple,POINT (77.0457401 28.3960959),"[('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 67', (28.3864052, 77.0598046)), ('Sector 68', (28.388897, 77.0459859)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 70', (28.3947261, 77.0223138)), ('Sector 71', (28.4064564, 77.0233125))]"
91,hospital,Sai Heart and Trauma Center,POINT (77.0455899 28.3978752),"[('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 67', (28.3864052, 77.0598046)), ('Sector 68', (28.388897, 77.0459859)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 70', (28.3947261, 77.0223138)), ('Sector 71', (28.4064564, 77.0233125))]"
92,fuel,,POINT (77.0294308 28.4541686),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 8', (28.4598966, 77.0198043))]"
93,bank,Punjab National Bank,POINT (77.0328074 28.4633607),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 8', (28.4598966, 77.0198043))]"
94,parking,Sector-14 Market,POINT (77.0478919 28.4737292),"[('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
95,bank,Standard Chartered,POINT (77.0921113 28.4930082),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 22A', (28.505716964038275, 77.07207837211523))]"
96,atm,,POINT (77.093327 28.4941065),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 22A', (28.505716964038275, 77.07207837211523))]"
97,atm,Citibank,POINT (77.0930212 28.4937082),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 22A', (28.505716964038275, 77.07207837211523))]"
98,atm,Kotak Mahindra Bank,POINT (77.0929044 28.493598),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 22A', (28.505716964038275, 77.07207837211523))]"
99,fast_food,Food Court,POINT (77.0932012 28.4939209),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 22A', (28.505716964038275, 77.07207837211523))]"
100,school,Stones2milestones,POINT (77.0783203 28.4539934),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805))]"
101,restaurant,Food Court,POINT (77.0931248 28.4755165),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 43', (28.4548735, 77.0858864))]"
102,atm,,POINT (77.1024943 28.4717376),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 42', (28.4558973, 77.1084759)), ('Sector 43', (28.4548735, 77.0858864))]"
103,atm,,POINT (77.1033552 28.49498),"[('Sector 25', (28.4860888, 77.084224))]"
104,bank,State Bank of India,POINT (77.1035209 28.4948344),"[('Sector 25', (28.4860888, 77.084224))]"
105,pharmacy,Pharmacy,POINT (77.1033984 28.4950876),"[('Sector 25', (28.4860888, 77.084224))]"
106,place_of_worship,Sanatan Dharm Mandir,POINT (77.1012155 28.4248732),"[('Sector 53', (28.4415191, 77.096805)), ('Sector 54', (28.441611, 77.1118718)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 58', (28.4160012, 77.1085564)), ('Sector 59', (28.4030162, 77.1066682)), ('Sector 61', (28.4110188, 77.0963685))]"
107,place_of_worship,Hanuman Mandir,POINT (77.0933299 28.4777462),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
108,restaurant,Raj Restaurant,POINT (77.0596627 28.4446821),"[('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276))]"
109,parking,,POINT (77.0598968 28.4443978),"[('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276))]"
110,restaurant,Haldiram,POINT (76.9886452 28.4012573),"[('Sector 35', (28.4145669, 77.0018689)), ('Sector 36', (28.419334, 76.9889256)), ('Sector 74', (28.4112763, 77.010669)), ('Sector 76', (28.3910112, 76.9900243)), ('Sector 77', (28.3832337, 76.982557)), ('Sector 83', (28.3981087, 76.9732873))]"
111,bank,HDFC Bank,POINT (77.0837751 28.4795667),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
112,bank,IndusInd Bank,POINT (77.0828744 28.4793231),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
113,bank,ABN Amro,POINT (77.0828708 28.4794447),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
114,atm,Axis Bank,POINT (77.0866532 28.4796183),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
115,bank,Axis Bank,POINT (77.0895234 28.4801441),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
116,pharmacy,Religare Wellness,POINT (77.0860422 28.4809232),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
117,pharmacy,98.4,POINT (77.0860364 28.4810242),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
118,pharmacy,Guardian,POINT (77.0860307 28.4812617),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
119,fuel,,POINT (76.8608798 28.2900511),[]
120,fuel,,POINT (76.8774119 28.304426),[]
121,atm,,POINT (76.9345149 28.3657726),"[('Sector 3', (28.3627664, 76.9193261)), ('Sector 5', (28.3673537, 76.9267238)), ('Sector 6', (28.3759219, 76.9245485)), ('Sector 7', (28.3760277, 76.9122152))]"
122,atm,,POINT (77.0052866 28.4387396),"[('Sector 10A', (28.4445813, 77.0060231)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 37B', (28.4333189, 76.9813419)), ('Sector 37C', (28.4489095, 76.9880502)), ('Sector 72A', (28.4233234, 77.0187775))]"
123,cafe,,POINT (77.1460473 28.4257351),[]
124,atm,,POINT (77.024146 28.4616667),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
125,fuel,,POINT (77.0896164 28.4383786),"[('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 54', (28.441611, 77.1118718)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487))]"
126,parking,,POINT (77.0557649 28.4420322),"[('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276))]"
127,restaurant,,POINT (77.0670985 28.2732801),[]
128,fuel,,POINT (77.0247939 28.4809004),"[('Sector 105', (28.4943133, 77.0081378)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043))]"
129,parking,,POINT (77.0744768 28.453473),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 52', (28.4368166, 77.0795276))]"
130,parking,,POINT (77.0743814 28.453618),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 52', (28.4368166, 77.0795276))]"
131,pharmacy,City Medical,POINT (77.0634431 28.4569104),"[('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
132,parking,,POINT (77.0806089 28.4674053),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864))]"
133,fuel,,POINT (77.0230835 28.5226175),"[('Sector 1', (28.5187813, 77.0418623)), ('Sector 109', (28.5109205, 77.0065956)), ('Sector 110', (28.5069625, 77.018321)), ('Sector 110A', (28.5159108, 77.0276475)), ('Sector 111', (28.5222773, 77.0336203)), ('Sector 112', (28.5203402, 77.0188612)), ('Sector 113', (28.5286649, 77.0250282)), ('Sector 114', (28.531878, 77.0117794)), ('Sector 2', (28.5090499, 77.0342831))]"
134,dentist,,POINT (77.0464822 28.4172213),"[('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 72', (28.4159257, 77.0290772))]"
135,dentist,,POINT (77.0445162 28.418911),"[('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 71', (28.4064564, 77.0233125)), ('Sector 72', (28.4159257, 77.0290772))]"
136,fuel,,POINT (77.0151659 28.4798102),"[('Sector 104', (28.4795324, 76.9937197)), ('Sector 105', (28.4943133, 77.0081378)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 4', (28.4750063, 77.0103535)), ('Sector 8', (28.4598966, 77.0198043)), ('Sector 9A', (28.4690266, 76.9962811))]"
137,place_of_worship,Hanuman Mandir,POINT (77.0319145 28.4610794),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 8', (28.4598966, 77.0198043))]"
